prompt,category,subcategory,true_params,extracted_params,extracted_any,match_threshold,match_unit,match_subtype,match_value,correct
Was there an answer from the agent within 17 hours?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 17, ""unit"": ""hours""}","{""threshold"": 17.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Assess whether the turn count exceeded 12.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 12}","{""threshold"": 12}",True,True,True,True,True,True
Did the agent need more than 7 attempts to address this?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 7}","{""threshold"": 7}",True,True,True,True,True,True
Verify ticket has 'technical' status.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""technical""}","{""subtype"": ""tag"", ""value"": ""technical""}",True,True,True,True,True,True
was teh handling efficient?,SYMBOLIC_COUNT,count_implicit,"{""threshold"": 6}",,False,False,False,False,False,False
Assess whether the interaction was streamlined.,SYMBOLIC_COUNT,count_implicit,"{""threshold"": 19}",,False,False,False,False,False,False
Is this an 'feedback' case,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""feedback""}","{""subtype"": ""tag"", ""value"": ""feedback""}",True,True,True,True,True,True
Were there fewer than 7 messages?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 7}","{""threshold"": 7}",True,True,True,True,True,True
Check if tagged as 'onboarding'.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""onboarding""}","{""subtype"": ""tag"", ""value"": ""onboarding""}",True,True,True,True,True,True
Detect if 'feedback' label exists.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""feedback""}","{""subtype"": ""tag"", ""value"": ""feedback""}",True,True,True,True,True,True
Is this from phone?,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""phone""}","{""subtype"": ""channel"", ""value"": ""phone""}",True,True,True,True,True,True
Was the first reply sent in under 30 hrs?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 30, ""unit"": ""hrs""}","{""threshold"": 30.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
assess whether the interaction was streamlined.,SYMBOLIC_COUNT,count_implicit,"{""threshold"": 10}",,False,False,False,False,False,False
Did the first reply take less than 16 hrs?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 16, ""unit"": ""hrs""}","{""threshold"": 16.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Does the ticket have the 'feedback' label?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""feedback""}","{""subtype"": ""tag"", ""value"": ""feedback""}",True,True,True,True,True,True
detect if agent added private notes,SYMBOLIC_METADATA,meta_notes,"{""subtype"": ""notes"", ""value"": null}","{""subtype"": ""notes"", ""value"": null}",True,True,True,True,True,True
Pinpoint responses that came after 13 hours.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 13, ""unit"": ""hours""}","{""threshold"": 13.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Is this an 'refund' case?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""refund""}","{""subtype"": ""tag"", ""value"": ""refund""}",True,True,True,True,True,True
Did the exchange exceed 10 messages?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 10}","{""threshold"": 10}",True,True,True,True,True,True
did the customer get an answer before 14 minutes elapsed?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 14, ""unit"": ""minutes""}","{""threshold"": 14.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Identify threads where 10 exchanges were not enough.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 10}","{""threshold"": 10}",True,True,True,True,True,True
pinpoint responses that came after 25 seconds.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 25, ""unit"": ""seconds""}","{""threshold"": 25.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Assess whether the 28 seconds threshold was met.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 28, ""unit"": ""seconds""}","{""threshold"": 28.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Did the first reply take less than 6 seconds?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 6, ""unit"": ""seconds""}","{""threshold"": 6.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Was 6 messages enough or did it go longer...,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 6}","{""threshold"": 6}",True,True,True,True,True,True
Monitor whether the 16 minutes benchmark was hit.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 16, ""unit"": ""minutes""}","{""threshold"": 16.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Verify message count is under 30.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 30}","{""threshold"": 30}",True,True,True,True,True,True
Did they get back to the customer within 10 hours?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 10, ""unit"": ""hours""}","{""threshold"": 10.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Does the ticket have the 'vip' label?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""vip""}","{""subtype"": ""tag"", ""value"": ""vip""}",True,True,True,True,True,True
Did the team member get back within 1 seconds?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 1, ""unit"": ""seconds""}","{""threshold"": 1.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Check if tagged as 'duplicate'.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""duplicate""}","{""subtype"": ""tag"", ""value"": ""duplicate""}",True,True,True,True,True,True
Measure if the total messages crossed 12.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 12}","{""threshold"": 12}",True,True,True,True,True,True
Did the reply arrive before the 23 minutes mark?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 23, ""unit"": ""minutes""}","{""threshold"": 23.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Did this come through SMS?,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""SMS""}","{""subtype"": ""channel"", ""value"": ""sms""}",True,True,True,True,True,True
Has this been flagged as 'duplicate'?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""duplicate""}","{""subtype"": ""tag"", ""value"": ""duplicate""}",True,True,True,True,True,True
Track if the turnaround time surpassed 20 min.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 20, ""unit"": ""min""}","{""threshold"": 20.0, ""unit"": ""minutes"", ""operator"": "">""}",True,True,True,True,True,True
pinpoint responses that came after 21 sec.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 21, ""unit"": ""sec""}","{""threshold"": 21.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Were there fewer than 9 messages?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 9}","{""threshold"": 9}",True,True,True,True,True,True
Did this come through web form?,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""web form""}",,False,False,False,False,False,False
Does the ticket have the 'follow-up' label??,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""follow-up""}","{""subtype"": ""tag"", ""value"": ""follow-up""}",True,True,True,True,True,True
Was the customer left hanging for more than 19 hrs?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 19, ""unit"": ""hrs""}","{""threshold"": 19.0, ""unit"": ""hours"", ""operator"": "">""}",True,True,True,True,True,True
Flag caaes with dwlayed firsy xpntact.,SYMBOLIC_TIME,time_implicit,"{""threshold"": 300, ""unit"": ""seconds""}",,False,False,False,False,False,False
Is this a whatsapp conversation?,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""whatsapp""}","{""subtype"": ""channel"", ""value"": ""whatsapp""}",True,True,True,True,True,True
Validate that the conversation stayed under 6 turns.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 6}","{""threshold"": 6}",True,True,True,True,True,True
Flag drawn-out conversations.,SYMBOLIC_COUNT,count_implicit,"{""threshold"": 6}",,False,False,False,False,False,False
Catalog threads over 8 exchanges long.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 8}","{""threshold"": 8}",True,True,True,True,True,True
Is this an 'technical' case?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""technical""}","{""subtype"": ""tag"", ""value"": ""technical""}",True,True,True,True,True,True
Was the message count above 18?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 18}","{""threshold"": 18}",True,True,True,True,True,True
Detect if 'follow-up' label exists.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""follow-up""}","{""subtype"": ""tag"", ""value"": ""follow-up""}",True,True,True,True,True,True
Was the message count above 50?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 50}","{""threshold"": 50}",True,True,True,True,True,True
Identify cases where 45 hrs deadline was missed.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 45, ""unit"": ""hrs""}","{""threshold"": 45.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Was it tagged 'high-priority'?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""high-priority""}","{""subtype"": ""tag"", ""value"": ""high-priority""}",True,True,True,True,True,True
Is 'legal' applied to this ticket?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""legal""}","{""subtype"": ""tag"", ""value"": ""legal""}",True,True,True,True,True,True
Was the customer left hanging for more than 11 seconds?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 11, ""unit"": ""seconds""}","{""threshold"": 11.0, ""unit"": ""seconds"", ""operator"": "">""}",True,True,True,True,True,True
Evaluate if resolved within 5 turns.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 5}","{""threshold"": 5}",True,True,True,True,True,True
Did the agent take longer than 12 hrs to get back??,SYMBOLIC_TIME,time_moderate,"{""threshold"": 12, ""unit"": ""hrs""}","{""threshold"": 12.0, ""unit"": ""hours"", ""operator"": "">""}",True,True,True,True,True,True
Verify message count is under 2.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 2}","{""threshold"": 2}",True,True,True,True,True,True
Was the query addressed within 26 sec?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 26, ""unit"": ""sec""}","{""threshold"": 26.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Monitor for exchanges going beyond 16 messages.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 16}","{""threshold"": 16}",True,True,True,True,True,True
Evaluate response speed against the 29 min target.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 29, ""unit"": ""min""}","{""threshold"": 29.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Note if the response gap was wider than 180 sec.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 180, ""unit"": ""sec""}","{""threshold"": 180.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Determine if the exchange surpassed 9 messages.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 9}","{""threshold"": 9}",True,True,True,True,True,True
Pinpoint interactions exceeding 13 back-and-forths.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 13}","{""threshold"": 13}",True,True,True,True,True,True
Did it take more than 25 exchanges to resolve?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 25}","{""threshold"": 25}",True,True,True,True,True,True
Record whether the customer waited beyond 24 sec.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 24, ""unit"": ""sec""}","{""threshold"": 24.0, ""unit"": ""seconds"", ""operator"": "">""}",True,True,True,True,True,True
Confirm the reply was delivered within 9 hours.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 9, ""unit"": ""hours""}","{""threshold"": 9.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Identify cases where 7 hrs deadline was missed.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 7, ""unit"": ""hrs""}","{""threshold"": 7.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Was the channel whatsapp?,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""whatsapp""}","{""subtype"": ""channel"", ""value"": ""whatsapp""}",True,True,True,True,True,True
Audit the conversation length against a 5 message limit.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 5}","{""threshold"": 5}",True,True,True,True,True,True
Was the resolution delivered without excess exchanges?,SYMBOLIC_COUNT,count_implicit,"{""threshold"": 50}",,False,False,False,False,False,False
Was it tagged 'bug'?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""bug""}","{""subtype"": ""tag"", ""value"": ""bug""}",True,True,True,True,True,True
Did the interaction require over 8 turns?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 8}","{""threshold"": 8}",True,True,True,True,True,True
Is 'pending' applied to this ticket?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""pending""}","{""subtype"": ""tag"", ""value"": ""pending""}",True,True,True,True,True,True
Verify this came via email.,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""email""}","{""subtype"": ""channel"", ""value"": ""email""}",True,True,True,True,True,True
Assess whether the 14 hrs threshold was met.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 14, ""unit"": ""hrs""}","{""threshold"": 14.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Check if more than 6 turns occurred.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 6}","{""threshold"": 6}",True,True,True,True,True,True
Did the agent need more than 16 attempts to address this?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 16}","{""threshold"": 16}",True,True,True,True,True,True
Verify this came via web form.,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""web form""}",,False,False,False,False,False,False
Verify the response was sent under 11 minutes.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 11, ""unit"": ""minutes""}","{""threshold"": 11.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Is this from chat?,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""chat""}","{""subtype"": ""channel"", ""value"": ""chat""}",True,True,True,True,True,True
Determine if first response exceeded 14 minutes.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 14, ""unit"": ""minutes""}","{""threshold"": 14.0, ""unit"": ""minutes"", ""operator"": "">""}",True,True,True,True,True,True
Flag tickets marked 'billing'.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""billing""}","{""subtype"": ""tag"", ""value"": ""billing""}",True,True,True,True,True,True
Did the agent respond within 2 min?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 2, ""unit"": ""min""}","{""threshold"": 2.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Did the customer have to wait more than 60 min for a reply?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 60, ""unit"": ""min""}","{""threshold"": 60.0, ""unit"": ""minutes"", ""operator"": "">""}",True,True,True,True,True,True
Chrck if channwl is SMS,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""SMS""}","{""subtype"": ""channel"", ""value"": ""sms""}",True,True,True,True,True,True
Monitor for exchanges going beyond 13 messages.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 13}","{""threshold"": 13}",True,True,True,True,True,True
Flag if the conversation exceeded 2 messages.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 2}","{""threshold"": 2}",True,True,True,True,True,True
Was the customer kept waiting beyond 7 seconds?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 7, ""unit"": ""seconds""}","{""threshold"": 7.0, ""unit"": ""seconds"", ""operator"": "">""}",True,True,True,True,True,True
Monitor for exchanges going beyond 4 messages.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 4}","{""threshold"": 4}",True,True,True,True,True,True
Flag if the conversation exceeded 5 messages.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 5}","{""threshold"": 5}",True,True,True,True,True,True
Confirm 'escalated' is present.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""escalated""}","{""subtype"": ""tag"", ""value"": ""escalated""}",True,True,True,True,True,True
Measure whether the 4 seconds SLA was breached.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 4, ""unit"": ""seconds""}","{""threshold"": 4.0, ""unit"": ""seconds"", ""operator"": "">""}",True,True,True,True,True,True
Was the exchange completed within 30 messages?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 30}","{""threshold"": 30}",True,True,True,True,True,True
Check if the reply came within 7 sec.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 7, ""unit"": ""sec""}","{""threshold"": 7.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Is this an 'vip' case?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""vip""}","{""subtype"": ""tag"", ""value"": ""vip""}",True,True,True,True,True,True
